code,timestamps,open,close,high,low,ycp,vol,amount,MA5,MA10,MA20,MA30,MA60,MSI,DIF,DEA,MACD_Hist,name,industry,block,MA4,MA8,MA12,MA16,MA47,stage
2119,2022-12-08,12.97,12.69,13.06,12.63,13.01,129318.0,166147000.0,12.94,12.83,13.283000000000012,13.31,12.57,45.55,-0.04,0.03,-0.07,康强电子,计算机、通信和其他电子设备制造业,主板,12.982500000000009,12.893750000000011,12.842499999999976,13.15375000000006,12.675319148936175,0
2119,2022-12-09,12.7,12.75,12.9,12.7,12.69,88054.8,112584000.0,12.94,12.83,13.247000000000009,13.31,12.56,46.37,-0.06,0.01,-0.07,康强电子,计算机、通信和其他电子设备制造业,主板,12.937500000000009,12.903750000000011,12.824166666666644,13.04062500000006,12.709574468085112,0
2119,2022-12-12,12.69,12.96,13.1,12.6,12.75,116061.0,149695000.0,12.94,12.89,13.23500000000001,13.3,12.56,49.24,-0.06,0.0,-0.06,康强电子,计算机、通信和其他电子设备制造业,主板,12.85250000000001,12.910000000000016,12.833333333333313,12.98000000000006,12.7504255319149,0
2119,2022-12-13,12.94,12.67,12.94,12.61,12.96,94257.2,120294000.0,12.82,12.89,13.176000000000007,13.26,12.55,45.61,-0.07,-0.02,-0.05,康强电子,计算机、通信和其他电子设备制造业,主板,12.767500000000007,12.886250000000016,12.828333333333314,12.891250000000058,12.79106382978724,0
2119,2022-12-14,13.25,13.03,13.52,13.02,12.67,346562.0,460012000.0,12.82,12.9,13.09350000000001,13.25,12.56,50.49,-0.06,-0.02,-0.04,康强电子,计算机、通信和其他电子设备制造业,主板,12.85250000000001,12.917500000000016,12.87999999999998,12.845000000000056,12.851276595744686,0
2119,2022-12-15,12.93,13.78,14.21,12.78,13.03,431776.0,589257000.0,13.04,12.99,13.054500000000008,13.26,12.59,58.78,0.01,-0.02,0.03,康强电子,计算机、通信和其他电子设备制造业,主板,13.11000000000001,13.023750000000016,12.97249999999998,12.895625000000058,12.92489361702128,0
2119,2022-12-16,13.55,13.42,13.55,13.21,13.78,237182.0,316937000.0,13.17,13.05,13.029000000000009,13.25,12.61,54.1,0.04,-0.01,0.05,康强电子,计算机、通信和其他电子设备制造业,主板,13.22500000000001,13.038750000000016,13.01499999999998,12.931250000000055,12.980638297872346,0
2119,2022-12-19,13.29,12.94,13.5,12.88,13.42,164880.0,217047000.0,13.17,13.06,12.97150000000001,13.24,12.63,48.54,0.02,0.0,0.02,康强电子,计算机、通信和其他电子设备制造业,主板,13.292500000000013,13.030000000000015,13.021666666666649,12.944375000000058,13.024680851063836,0
2119,2022-12-20,12.78,13.05,13.2,12.78,12.94,134540.0,175015000.0,13.24,13.03,12.93550000000001,13.24,12.65,49.81,0.01,0.0,0.01,康强电子,计算机、通信和其他电子设备制造业,主板,13.29750000000001,13.075000000000015,13.044166666666648,12.98437500000006,13.067234042553196,0
2119,2022-12-21,12.98,13.33,13.6,12.81,13.05,227198.0,301889000.0,13.3,13.06,12.953500000000007,13.23,12.67,53.0,0.03,0.01,0.02,康强电子,计算机、通信和其他电子设备制造业,主板,13.18500000000001,13.147500000000012,13.07749999999998,13.02562500000006,13.11170212765958,0
2119,2022-12-22,13.2,13.07,13.37,13.02,13.33,160190.0,211439000.0,13.16,13.1,12.964500000000005,13.22,12.69,49.84,0.02,0.01,0.01,康强电子,计算机、通信和其他电子设备制造业,主板,13.097500000000007,13.161250000000011,13.058333333333314,13.03562500000006,13.151276595744688,0
2119,2022-12-23,12.9,11.76,12.96,11.76,13.07,295694.0,354313000.0,12.83,13.0,12.916000000000004,13.16,12.69,37.65,-0.08,-0.01,-0.07,康强电子,计算机、通信和其他电子设备制造业,主板,12.802500000000007,13.047500000000015,12.954166666666644,12.96687500000006,13.165106382978726,0
2119,2022-12-26,11.4,12.2,12.35,11.38,11.76,205403.0,246516000.0,12.68,12.92,12.905500000000004,13.13,12.71,42.72,-0.13,-0.03,-0.1,康强电子,计算机、通信和其他电子设备制造业,主板,12.590000000000009,12.943750000000016,12.913333333333313,12.930625000000058,13.164680851063835,0
2119,2022-12-27,12.31,12.13,12.35,11.89,12.2,128336.0,154778000.0,12.5,12.87,12.878500000000004,13.07,12.71,42.13,-0.18,-0.06,-0.12,康强电子,计算机、通信和其他电子设备制造业,主板,12.290000000000012,12.737500000000011,12.861666666666643,12.880625000000055,13.154468085106387,0
2119,2022-12-28,12.03,11.74,12.1,11.74,12.13,96907.4,114822000.0,12.18,12.74,12.820000000000002,12.98,12.72,38.92,-0.24,-0.1,-0.14,康强电子,计算机、通信和其他电子设备制造业,主板,11.957500000000012,12.527500000000012,12.759999999999977,12.783125000000055,13.120851063829791,0
2119,2022-12-29,11.7,11.55,11.8,11.53,11.74,82546.9,96306200.0,11.88,12.52,12.754500000000002,12.88,12.73,37.43,-0.31,-0.14,-0.17,康强电子,计算机、通信和其他电子设备制造业,主板,11.905000000000015,12.353750000000012,12.666666666666648,12.691875000000056,13.102765957446811,0
